Sample Name	Characteristics[organism part]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[collection environment]	Term Source REF	Term Accession Number	Parameter Value[storage environment]	Term Source REF	Term Accession Number	Sample Name	Protocol REF	Parameter Value[quantity of tissue]	Unit	Term Source REF	Term Accession Number	Parameter Value[sample volume]	Unit	Term Source REF	Term Accession Number	Extract Name	Characteristics[RNA concentration]	Unit	Term Source REF	Term Accession Number	Characteristics[RNA integrity number]	Term Source REF	Term Accession Number	Characteristics[260nm/280nm ratio]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[labeling kit lot number]	Term Source REF	Term Accession Number	Parameter Value[amount of cRNA]	Unit	Term Source REF	Term Accession Number	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Characteristics[labeled RNA quality control]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[amount of labeled probe]	Unit	Term Source REF	Term Accession Number	Parameter Value[chip lot number]	Term Source REF	Term Accession Number	Parameter Value[chip expiration date]	Term Source REF	Term Accession Number	Parameter Value[staining lot number]	Term Source REF	Term Accession Number	Parameter Value[staining duration]	Unit	Term Source REF	Term Accession Number	Hybridization Assay Name	Array Design REF	Comment[array expression accession number]	Protocol REF	Parameter Value[scanner model]	Term Source REF	Term Accession Number	Parameter Value[scanner version]	Term Source REF	Term Accession Number	Parameter Value[scanner speed]	Term Source REF	Term Accession Number	Parameter Value[number of pixel per row]	Term Source REF	Term Accession Number	Date	Scan Name	Array Data File	Protocol REF	Normalization Name	Derived Array Data File	Protocol REF	Data Transformation Name	Derived Array Data File	Protocol REF	Data Transformation Name	Derived Array Data Matrix File	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[dose]	Term Source REF	Term Accession Number	Factor Value[duration of exposure]	Unit	Term Source REF	Term Accession Number
FP001RO_A23_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A23_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1592	83.5653	ug	UO	23	7.9			2.07			labeling	567402			5	ug	UO	23	1592-biotin-labeled	biotin	CHEBI	15956	2.09			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22805bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6357			2006-07-19T00.00.00.0 UTC	d22805bm_1	transcriptome/d22805bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A25_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A25_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1593	77.4462	ug	UO	23	8.2			2.07			labeling	567402			5	ug	UO	23	1593-biotin-labeled	biotin	CHEBI	15956	2.08			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22806bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6384			2006-07-19T00.00.00.0 UTC	d22806bm_1	transcriptome/d22806bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A27_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A27_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1594	62.7987	ug	UO	23	6.2			2.08			labeling	567402			5	ug	UO	23	1594-biotin-labeled	biotin	CHEBI	15956	2.11			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22807bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6360			2006-07-19T00.00.00.0 UTC	d22807bm_1	transcriptome/d22807bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A29_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A29_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1595	82.0365	ug	UO	23	7.5			2.07			labeling	567402			5	ug	UO	23	1595-biotin-labeled	biotin	CHEBI	15956	2.08			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22808bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6373			2006-07-19T00.00.00.0 UTC	d22808bm_1	transcriptome/d22808bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A31_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A31_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1596	75.3801	ug	UO	23	7.4			2.08			labeling	567402			5	ug	UO	23	1596-biotin-labeled	biotin	CHEBI	15956	2.07			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22809bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6335			2006-07-19T00.00.00.0 UTC	d22809bm_1	transcriptome/d22809bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A33_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A33_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1597	81.6048	ug	UO	23	7.7			2.07			labeling	567402			5	ug	UO	23	1597-biotin-labeled	biotin	CHEBI	15956	2.08			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22810bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6326			2006-07-19T00.00.00.0 UTC	d22810bm_1	transcriptome/d22810bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A35_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A35_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1598	82.6458	ug	UO	23	7.8			2.07			labeling	567402			5	ug	UO	23	1598-biotin-labeled	biotin	CHEBI	15956	2.07			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22811bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6308			2006-07-19T00.00.00.0 UTC	d22811bm_1	transcriptome/d22811bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A37_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A37_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1599	85.5348	ug	UO	23	7.3			2.06			labeling	567402			5	ug	UO	23	1599-biotin-labeled	biotin	CHEBI	15956	2.07			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22812bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6376			2006-07-19T00.00.00.0 UTC	d22812bm_1	transcriptome/d22812bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A39_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A39_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1600	92.8668	ug	UO	23	7.4			2.06			labeling	567402			5	ug	UO	23	1600-biotin-labeled	biotin	CHEBI	15956	2.08			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22813bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6360			2006-07-19T00.00.00.0 UTC	d22813bm_1	transcriptome/d22813bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A43_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A43_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1601	69.4533	ug	UO	23	7.5			2.07			labeling	567402			5	ug	UO	23	1601-biotin-labeled	biotin	CHEBI	15956	2.07			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22814bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6416			2006-07-19T00.00.00.0 UTC	d22814bm_1	transcriptome/d22814bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A45_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A45_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1602	72.297	ug	UO	23	8.5			2.08			labeling	567402			5	ug	UO	23	1602-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22815bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6340			2006-07-19T00.00.00.0 UTC	d22815bm_1	transcriptome/d22815bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A2_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A2_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1603	63.2324	ug	UO	23	7.2			2.05			labeling	567402			5	ug	UO	23	1603-biotin-labeled	biotin	CHEBI	15956	2.02			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22816bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6335			2006-07-19T00.00.00.0 UTC	d22816bm_1	transcriptome/d22816bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
FP001RO_A4_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A4_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1604	62.71045	ug	UO	23	8.1			2.05			labeling	567402			5	ug	UO	23	1604-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22817bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6336			2006-07-19T00.00.00.0 UTC	d22817bm_1	transcriptome/d22817bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
FP001RO_A6_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A6_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1605	56.2166	ug	UO	23	7.8			2.05			labeling	567402			5	ug	UO	23	1605-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22818bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6277			2006-07-19T00.00.00.0 UTC	d22818bm_1	transcriptome/d22818bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A8_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A8_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1606	72.40255	ug	UO	23	7.8			2.05			labeling	567402			5	ug	UO	23	1606-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22819bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6320			2006-07-19T00.00.00.0 UTC	d22819bm_1	transcriptome/d22819bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A10_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A10_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1607	49.61925	ug	UO	23	7.7			2.05			labeling	567402			5	ug	UO	23	1607-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22820bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6343			2006-07-19T00.00.00.0 UTC	d22820bm_1	transcriptome/d22820bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A12_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A12_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1608	65.0023	ug	UO	23	7.7			2.04			labeling	567402			5	ug	UO	23	1608-biotin-labeled	biotin	CHEBI	15956	2.01			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22821bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6343			2006-07-19T00.00.00.0 UTC	d22821bm_1	transcriptome/d22821bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A14_S24	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A14_S24_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1609	67.75175	ug	UO	23	8			2.05			labeling	567402			5	ug	UO	23	1609-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22822bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6306			2006-07-19T00.00.00.0 UTC	d22822bm_1	transcriptome/d22822bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A16_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A16_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1610	76.28475	ug	UO	23	7.3			2.04			labeling	567402			5	ug	UO	23	1610-biotin-labeled	biotin	CHEBI	15956	2.02			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22823bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6314			2006-07-19T00.00.00.0 UTC	d22823bm_1	transcriptome/d22823bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A18_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A18_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1611	67.59115	ug	UO	23	7.7			2.05			labeling	567402			5	ug	UO	23	1611-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22824bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6353			2006-07-19T00.00.00.0 UTC	d22824bm_1	transcriptome/d22824bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A20_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A20_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1612	71.797	ug	UO	23	7.5			2.05			labeling	567402			5	ug	UO	23	1612-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22825-2bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6334			2006-07-21T00.00.00.0 UTC	d22825-2bm_1	transcriptome/d22825-2bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A22_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A22_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1613	63.09105	ug	UO	23	7.6			2.05			labeling	567402			5	ug	UO	23	1613-biotin-labeled	biotin	CHEBI	15956	2.05			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22826bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6371			2006-07-19T00.00.00.0 UTC	d22826bm_1	transcriptome/d22826bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A24_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A24_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1614	73.8345	ug	UO	23	7.3			2.04			labeling	567402			5	ug	UO	23	1614-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22827bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6348			2006-07-19T00.00.00.0 UTC	d22827bm_1	transcriptome/d22827bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A26_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A26_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1615	72.6308	ug	UO	23	7			2.05			labeling	567402			5	ug	UO	23	1615-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22828bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6277			2006-07-19T00.00.00.0 UTC	d22828bm_1	transcriptome/d22828bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A28_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A28_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1616	69.5332	ug	UO	23	7.1			2.06			labeling	567402			5	ug	UO	23	1616-biotin-labeled	biotin	CHEBI	15956	2.02			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22829bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6298			2006-07-19T00.00.00.0 UTC	d22829bm_1	transcriptome/d22829bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A30_S25	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A30_S25_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1617	71.32785	ug	UO	23	7.4			2.05			labeling	567402			5	ug	UO	23	1617-biotin-labeled	biotin	CHEBI	15956	2.03			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22830bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6280			2006-07-19T00.00.00.0 UTC	d22830bm_1	transcriptome/d22830bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A32_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A32_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1618	60.0842	ug	UO	23	7.3			2.05			labeling	567402			5	ug	UO	23	1618-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22831-2bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6352			2006-11-02T00.00.00.0 UTC	d22831-2bm_1	transcriptome/d22831-2bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A34_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A34_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1619	64.50235	ug	UO	23	7.3			2.04			labeling	567402			5	ug	UO	23	1619-biotin-labeled	biotin	CHEBI	15956	2.02			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22832bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6303			2006-07-19T00.00.00.0 UTC	d22832bm_1	transcriptome/d22832bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A36_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A36_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1620	62.58285	ug	UO	23	7.3			2.05			labeling	567402			5	ug	UO	23	1620-biotin-labeled	biotin	CHEBI	15956	2.02			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22833bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6336			2006-07-19T00.00.00.0 UTC	d22833bm_1	transcriptome/d22833bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
